              Procedure           Image            Address        Calls Instructions
        png_malloc_warn /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefddce70            9           99
             png_calloc /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefddce00            1           14
             png_malloc /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefddcdd0            9           81
           png_get_tRNS /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefddcaf0            1            8
           png_get_text /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefddca80            1           12
           png_get_IHDR /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefddc6a0            1           43
           png_get_sRGB /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefddc520            2           16
           png_get_gAMA /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefddc4e0            2           16
           png_get_bKGD /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefddc0a0            1            8
       png_get_rowbytes /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefddbb50            1            6
          png_get_valid /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefddbb30           11           77
       png_set_error_fn /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefddb910            2           12
     png_set_longjmp_fn /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefddb840            2           42
  png_handle_as_unknown /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefdd79d0            2          112
     png_get_libpng_ver /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefdd7960            1            1
     png_get_header_ver /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefdd7950            2            4
        png_save_int_32 /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefdd76f0            2            2
         png_get_io_ptr /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefdd76c0           25          100
png_destroy_info_struct /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefdd7630            3          225
          png_free_data /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefdd7030            3          216
 png_create_info_struct /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefdd6f20            3          192
      png_set_sig_bytes /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefdd6ab0            1            8
                  .text /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefdd64e0            1           86
      inflateInit2_@plt /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefdd6470            1            1
         deflateEnd@plt /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefdd6450            1            1
         inflateEnd@plt /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefdd6410            1            1
             memcpy@plt /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefdd6400          831          831
            _setjmp@plt /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefdd63e0            2            2
      deflateInit2_@plt /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefdd63b0            1            1
             memset@plt /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefdd6380            3            3
            deflate@plt /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefdd6370          101          101
              crc32@plt /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefdd6300           17           17
            inflate@plt /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefdd62b0          367          367
                  _init /usr/lib/x86_64-linux-gnu/libpng16.so.16       7f2aefdd6248            1            6
                  _fini /usr/lib/x86_64-linux-gnu/libjpeg.so.8       7f2af38067b0            1            3
                  .text /usr/lib/x86_64-linux-gnu/libjpeg.so.8       7f2af37cce10            1           37
               .plt.got /usr/lib/x86_64-linux-gnu/libjpeg.so.8       7f2af37cce00            1            1
                  _init /usr/lib/x86_64-linux-gnu/libjpeg.so.8       7f2af37cc900            1            6
                  .fini /usr/lib/x86_64-linux-gnu/libfreetype.so.6       7f2af3b092e4            1            3
                  _init /usr/lib/x86_64-linux-gnu/libfreetype.so.6       7f2af3a90410            1            6
          clock_gettime          [vdso]       7ffea21eda30            4          136
    _dl_catch_exception /lib64/ld-linux-x86-64.so.2       7f2b0831ec10           66         2046
                   free /lib64/ld-linux-x86-64.so.2       7f2b0831e620            2            8
                 calloc /lib64/ld-linux-x86-64.so.2       7f2b0831e5e0           54          432
                 malloc /lib64/ld-linux-x86-64.so.2       7f2b0831e4b0          126         2449
      __tunable_get_val /lib64/ld-linux-x86-64.so.2       7f2b0831c250           43          780
_dl_find_dso_for_object /lib64/ld-linux-x86-64.so.2       7f2b08317640            1           92
  _dl_allocate_tls_init /lib64/ld-linux-x86-64.so.2       7f2b08316160            1          202
_dl_get_tls_static_info /lib64/ld-linux-x86-64.so.2       7f2b08316070            1            5
        _dl_debug_state /lib64/ld-linux-x86-64.so.2       7f2b08313da0            2            2
                  .text /lib64/ld-linux-x86-64.so.2       7f2b08303f10            1        55809
             calloc@plt /lib64/ld-linux-x86-64.so.2       7f2b08303ec0           54           54
             malloc@plt /lib64/ld-linux-x86-64.so.2       7f2b08303ea0          126          126
_dl_catch_exception@plt /lib64/ld-linux-x86-64.so.2       7f2b08303e90           66           66
                  _fini /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb42194            1            3
        __libc_csu_init /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb42120            1           34
   ImportImagePixelArea /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb412e0          365         7665
    ImportViewPixelArea /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb3dcf0          365        36135
  ImportRGBAQuantumType /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb39c00          365      3044465
   ExportImagePixelArea /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb34b80          100         2100
    ExportViewPixelArea /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb30fa0          100        10200
  ExportRGBAQuantumType /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb2d650          100       394300
    TransformColorspace /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb237f0            1           19
     QueryColorDatabase /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb1f730           30        15210
    InitializeColorInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb1f6e0            1            8
       DestroyColorInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb1f080            1            8
    MagickConfirmAccess /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb1d420            3           21
       DisassociateBlob /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb19910            1           30
              WriteBlob /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb18b90           18          882
            DestroyBlob /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb18920            3          183
               OpenBlob /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb17c20            3         1359
              CloseBlob /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb171c0            3          252
             DetachBlob /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb16870            6          156
               SeekBlob /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb16530            1           35
               TellBlob /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb16430            1           21
        SetBlobClosable /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb16360            2           24
               ReadBlob /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb14c50           12          576
       GetConfigureBlob /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb144c0            2          288
       GetBlobTemporary /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb14400            2           34
          GetBlobStatus /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb142a0            1           10
            GetBlobSize /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb14160            7          238
          GetBlobIsOpen /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb140d0            4           60
          CloneBlobInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb14000            3           54
            GetBlobInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb13f60            3          126
         BlobIsSeekable /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb13810            2           30
       AddConfigurePath /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb13750            4          140
   CloneImageAttributes /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb12590            1           86
      GetImageAttribute /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb123e0            2           46
      SetImageAttribute /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb0f4a0            3          250
 DestroyImageAttributes /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb0f400            3           78
DestroyImageAttribute.part.4 /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb0ecd0            5           75
GetImageCharacteristics /home/softmon/benchmarks/gm/src/bin/bin/gm       56113eb09820            1           62
     UnregisterPNGImage /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea67460            1           20
       RegisterPNGImage /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea66fd0            1          209
           ReadPNGImage /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea61df0            1          116
        ReadOnePNGImage /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea5edf0            1        19528
          WritePNGImage /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea5c6a0            1          119
       WriteOnePNGImage /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea58a60            1         7081
MngInfoFreeStruct.part.7 /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea57f80            2         3096
      WriteBlobMSBULong /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea542b0            2           54
   MngInfoDiscardObject /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea54160          510         6120
           png_get_data /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea53ce0           10          290
           png_put_data /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea53b60           15          285
            png_IM_free /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea53b50           22           44
          png_IM_malloc /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea53ab0           22           88
MagickXDestroyX11Resources /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea463e0            1            4
            SetGeometry /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea0f710            2           28
          GetClientPath /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea0f6d0            1            2
          SetClientName /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea0f510            2           48
          GetClientName /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea0f4f0            2           10
      GetClientFilename /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea0f4b0            1            2
        ExpandFilenames /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea0e890            1          477
       GetPathComponent /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea0e3a0            7          168
GetPathComponent.part.11 /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea0dfa0            7         2016
          MagickStrlCpy /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea0d820           94        14764
          MagickStrlCat /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea0d790            6          348
            LocaleUpper /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea0cb90            5          250
         LocaleNCompare /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea0cb70            4           20
          LocaleCompare /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea0cad0          245         1225
                 IsGlob /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea0ca40            5          751
             IsGeometry /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea0c9e0            1           19
  IsAccessibleNoLogging /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea0c940            4           20
      GetMagickGeometry /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea0b720            1           65
            GetGeometry /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea0adc0            2         1025
             FormatSize /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea0ac60            6          206
           FormatString /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea0ab90           21          615
         AllocateString /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea09e00            3           96
          AcquireString /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea09d90           23          598
  LocaleNCompare.part.8 /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea09d20           49          720
   LocaleCompare.part.6 /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea09c90          245         8624
IsAccessibleNoLogging.part.5 /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea09c70            4           32
           MagickStrToD /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea09a00            8          860
   MagickGetMMUPageSize /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea09920            1           11
     InitializeTypeInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea096f0            1            8
        DestroyTypeInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea08ec0            1           12
   MagickTsdGetSpecific /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea084e0            1            1
   MagickTsdSetSpecific /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea084c0            1            7
     MagickTsdKeyDelete /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea084a0            1            7
    MagickTsdKeyCreate2 /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea08460            1            7
         TransformImage /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea081d0            1           68
              CropImage /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea066d0            1         5111
           GetTimerInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea05ad0            4          140
               UserTime /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea05820            4           88
  DestroyTemporaryFiles /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea04e60            1            5
    PurgeTemporaryFiles /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea04da0            1           11
InitializeTemporaryFiles /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea04c10            1            8
             OpenModule /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea03b70            1         1409
InitializeMagickModules /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea03b60            1            1
   DestroyMagickModules /home/softmon/benchmarks/gm/src/bin/bin/gm       56113ea03b20            1          559
    UnlockSemaphoreInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9fe8c0         1038        12456
      LockSemaphoreInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9fe770         1038        12456
    InitializeSemaphore /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9fe760            1            1
   DestroySemaphoreInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9fe640           35         1365
       DestroySemaphore /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9fe630            1            1
  AllocateSemaphoreInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9fe530           35         1575
 LiberateMagickResource /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9fbd30            2           88
InitializeMagickResources /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9fb820            1          224
 GetMagickResourceLimit /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9fb7d0           20          380
 DestroyMagickResources /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9fb710            1           18
  AcquireMagickResource /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9fb470           11          533
SetMagickResourceLimit.part.0 /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9fb340            4          235
          CloneDrawInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9e8340            2           40
            GetDrawInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9e8180            2          262
        DestroyDrawInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9e7aa0            2          258
DestroyMagickRandomGenerator /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9e4340            1           18
InitializeMagickRandomGenerator /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9e42d0            1           14
InitializeMagickRegistry /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9e4000            1            9
  DestroyMagickRegistry /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9e3c60            1           14
        GetQuantizeInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9e2950            2           20
AllocateImageProfileIterator /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9dfb60            2           10
      SyncImagePixelsEx /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9de1c0          100         1900
        SyncImagePixels /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9de130          365         6935
       SetImagePixelsEx /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9ddbf0          100         3100
         SetImagePixels /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9ddb40          365        12045
     SetCacheViewPixels /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9ddad0          465         6045
          SetCacheNexus /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9dd6e0          465        19530
            ModifyCache /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9dcba0          465        24196
    SyncCacheViewPixels /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9dbbc0          465        16740
  AllocateThreadViewSet /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9db8a0            3         1707
          OpenCacheView /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9db7d0          144         5472
   GetPixelCachePresent /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9db270            1           19
   AccessMutableIndexes /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9dad10          100         1300
 AccessImmutableIndexes /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9daca0          100         1300
    GetCacheViewIndexes /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9dac40          565         5085
      GetCacheViewImage /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9dabe0          465         4185
       GetCacheViewArea /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9dab80          465         4650
           GetCacheInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9daa70            3         1731
     DestroyImagePixels /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9da9f0            3           42
       DestroyCacheInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9da7d0            3          147
              OpenCache /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d9e00            2          296
  CheckImagePixelLimits /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d9c10            3          120
     AcquireImagePixels /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d97d0          200         6200
AcquireCacheViewIndexes /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d9770          100          900
 AcquireCacheViewPixels /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d9700          200         2600
  AccessCacheViewPixels /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d9630          465         4185
 AccessDefaultCacheView /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d9610          465         3720
   DestroyThreadViewSet /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d9600            3            9
      AcquireCacheNexus /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d8e80          200        19400
DestroyThreadViewSet.part.12 /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d8dd0            3         2067
 CloseCacheView.part.11 /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d8d60          144         1728
               SetNexus /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d7dc0          665        51870
 DeinitializeCacheNexus /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d7d50          144         2160
 MagickMonitorFormatted /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d0930          101         2727
    MagickMonitorActive /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d0920            1            4
InitializeMagickMonitor /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d0840            1            8
   DestroyMagickMonitor /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d0830            1            2
      MagickFreeAligned /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d0820          327          327
             MagickFree /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d0800          623         1869
          MagickRealloc /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d07b0            2            8
    MagickMallocAligned /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d0640          182         5278
           MagickMalloc /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d0620          108          324
MagickMapDeallocateString /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d0560            4            4
    MagickMapCopyString /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9d0540            4           12
   MagickMapIterateNext /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cffa0            6          230
MagickMapDereferenceIterator /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cfe20            4           56
MagickMapDeallocateIterator /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cfd90            2           40
 MagickMapDeallocateMap /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cfca0            2           80
MagickMapAllocateIterator /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cfc00            2           56
   MagickMapAllocateMap /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cfab0            2           62
      MagickMapAddEntry /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cf810            4          284
 MagickMapDestroyObject /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cf630            4           96
     RegisterMagickInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cf550            9          251
   UnregisterMagickInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cf460           18         1175
          SetMagickInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cf390            9          360
       InitializeMagick /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cec50            1           75
InitializeMagickSignalHandlers /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9ceb90            1           32
          GetMagickInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9ce990            6          154
          DestroyMagick /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9ce790            1           53
MagickGetFileSystemBlockSize /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9ce760            3            6
       MagickCondSignal /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9ce650           10          230
           MagickSignal /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9ce570           10          280
GetMagickInfoEntryLocked /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9ce4a0            7          264
      DestroyMagickInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9ce450            9          135
    InitializeMagicInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9ce170            1            2
    GetMagickFileFormat /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9ce080            1         1136
       DestroyMagicInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9ce070            1            1
  InitializeLogInfoPost /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cdf70            1           29
      InitializeLogInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cddb0            1           66
         LogMagickEvent /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cdc70           45          900
     LogMagickEventList /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cd050           45         1305
         IsEventLogging /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cd030           19          114
         DestroyLogInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9ccfa0            1           12
   ReadLogConfigureFile /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cc9e0            2           88
 GetLocaleMessageFromID /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cc900            2           18
       GetLocaleMessage /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cc8f0            2            2
GetLocaleMessageFromTag /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cc640            2          842
ChopLocaleComponents.part.0 /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cc5c0            4          552
RemoveFirstImageFromList /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cc030            4           68
           NewImageList /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cc000            3            6
     GetImageListLength /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cbc80            1           14
       DestroyImageList /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cb9a0            1           15
      AppendImageToList /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9cb810            3           42
           SetImageInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9ca150            4         1138
         CloneImageInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9c8d50            8          970
           GetImageInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9c8c40            8          368
       GetImageGeometry /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9c8a80            1           50
      GetImageException /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9c88d0            4           96
       DestroyImageInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9c8490            8          400
             CloneImage /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9c7b80            1         1108
           DestroyImage /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9c79b0            3          183
          AllocateImage /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9c7480            2         2002
         IdentityAffine /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9c5b10            2           20
   ThrowLoggedException /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9c0ed0            2          198
GetLocaleExceptionMessage /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9c0a30            4           70
       GetExceptionInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9c09c0           16          192
   DestroyExceptionInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9c0900           16          400
          CopyException /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9c0780            1           50
DestroyMagickExceptionHandling /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9c0770            1            2
InitializeMagickExceptionHandling /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9c0720            1            8
GetLocaleExceptionMessage.part.2 /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9c0130            2           86
 ColorspaceTypeToString /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9bd680            1            9
      ClassTypeToString /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9bd650            1            4
 InitializeDelegateInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9aec10            1            8
    DestroyDelegateInfo /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9ae5c0            1           12
            WriteImages /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9abbb0            1           89
             WriteImage /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9ab4d0            1          120
              ReadImage /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9aa250            1          217
   InitializeConstitute /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9aa200            1            8
      DestroyConstitute /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e9a93a0            1            2
              GMCommand /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e99f440            1           22
    ConvertImageCommand /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e98ce20            1          309
          MogrifyImages /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e987490            2          299
           MogrifyImage /home/softmon/benchmarks/gm/src/bin/bin/gm       56113e97f870            2          294
